sample_id,ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,ec,drainage_class,texture_class,area_dekar,slope_percent,irrigation_type,water_source,elevation_meters,variety,previous_crop,first_hemp_season,avg_temp,seasonal_rainfall_mm,avg_humidity,avg_solar_radiation,rotation_n_credit,rec_nitrogen_kg_dekar,rec_phosphorus_kg_dekar,rec_potassium_kg_dekar,rec_irrigation_mm_week,expected_yield_ton_dekar,suitable
599,7.24,76.0,16.9,164.7,2.52,0.75,poor,clay loam,493.9,5.2,none,municipal,128.1,other,fallow,1,23.5,150.0,69.8,23.1,1.0,0.0,0.0,0.0,0.0,0.368,1
600,7.94,52.2,32.7,102.4,5.52,1.01,poor,loam,133.6,5.0,sprinkler,municipal,517.7,other,hemp,1,11.6,208.9,80.6,12.9,-1.0,0.0,0.0,0.0,21.53,0.199,0
601,7.7,45.8,8.3,142.4,3.93,2.77,excellent,sandy loam,69.2,3.9,drip,river,468.3,vezir,cereal,0,12.5,506.8,70.7,22.4,0.0,0.0,1.465,0.0,3.051,0.382,1
602,6.76,36.5,24.8,242.3,4.27,2.68,moderate,clay loam,266.4,13.6,none,municipal,361.0,other,cereal,0,29.6,567.8,44.8,14.1,0.0,0.0,0.0,0.0,0.0,0.309,1
603,5.16,62.9,27.7,248.6,4.08,1.64,moderate,sandy loam,320.4,12.1,sprinkler,river,279.7,narli,fallow,0,22.7,187.1,62.0,11.2,1.0,0.0,0.0,0.0,19.676,0.371,1
604,7.48,17.9,26.1,244.3,1.77,3.18,poor,silty clay loam,105.7,10.0,none,well,816.8,vezir,hemp,1,15.5,573.6,36.5,20.7,-1.0,2.543,0.0,0.0,0.0,0.279,0
605,5.49,63.2,31.6,77.8,4.78,1.98,poor,clay loam,474.5,12.1,flood,well,870.5,other,fallow,1,12.0,326.7,54.0,11.6,1.0,0.0,0.0,0.0,18.657,0.173,0
606,5.26,67.8,30.2,186.8,3.62,2.02,poor,loam,121.9,16.9,drip,municipal,429.8,narli,fallow,0,8.7,449.6,35.1,13.7,1.0,0.0,0.0,0.0,6.765,0.095,0
607,6.22,51.6,16.7,92.8,2.48,0.99,good,silt loam,403.6,8.4,sprinkler,rain,808.0,other,other,1,20.7,353.4,47.0,18.4,0.0,0.0,0.0,0.0,9.199,0.818,1
608,7.32,65.6,43.3,248.4,3.89,0.59,poor,silt loam,485.2,20.5,none,municipal,921.7,narli,fallow,0,27.9,280.8,71.7,23.5,1.0,0.0,0.0,0.0,0.0,0.189,0
609,7.15,27.2,32.0,147.9,2.33,2.72,moderate,clay loam,379.1,6.8,sprinkler,municipal,460.3,narli,legume,1,19.3,508.5,53.4,20.2,3.0,0.0,0.0,0.0,4.12,0.623,1
610,5.25,71.8,38.4,124.2,6.4,1.62,good,silt loam,459.4,19.1,drip,river,455.5,narli,other,0,17.2,491.6,49.7,23.4,0.0,0.0,0.0,0.0,4.74,0.277,1
611,5.87,52.4,38.1,171.1,6.05,3.11,poor,silt loam,160.0,15.5,sprinkler,municipal,378.1,narli,hemp,0,26.8,486.8,52.0,14.1,-1.0,0.0,0.0,0.0,5.348,0.27,0
612,5.65,78.0,38.5,102.8,3.89,2.39,poor,clay loam,442.5,17.8,drip,well,122.1,other,hemp,0,27.5,543.7,62.2,18.5,-1.0,0.0,0.0,0.0,2.232,0.178,0
613,5.97,29.7,40.6,248.1,4.98,3.83,excellent,silt loam,595.0,2.5,none,well,31.5,narli,cereal,0,34.9,164.7,40.3,20.9,0.0,0.0,0.0,0.0,0.0,0.22,0
614,5.73,39.5,25.5,214.6,2.45,1.21,poor,clay loam,551.7,19.5,sprinkler,rain,417.3,vezir,cereal,0,10.1,451.8,75.4,22.2,0.0,0.0,0.0,0.0,7.499,0.139,0
615,6.03,16.7,13.2,279.3,2.07,3.28,moderate,loam,371.8,11.4,drip,river,507.4,vezir,sunflower,0,10.5,616.9,69.8,22.0,0.5,0.93,0.0,0.0,0.0,0.364,1
616,7.49,56.0,36.8,134.2,3.71,1.64,excellent,sandy loam,321.2,2.6,sprinkler,rain,862.7,narli,legume,0,31.6,177.7,79.2,15.1,3.0,0.0,0.0,0.0,17.17,0.333,1
617,5.22,76.1,15.9,269.6,5.22,1.09,good,silt loam,50.2,9.7,sprinkler,rain,637.8,vezir,other,0,19.5,430.7,80.1,18.7,0.0,0.0,0.0,0.0,7.614,0.572,1
618,5.35,34.8,28.5,234.6,6.42,3.14,good,silt loam,157.7,19.1,sprinkler,rain,69.8,narli,other,1,27.5,176.7,68.4,16.3,0.0,0.0,0.0,0.0,20.924,0.251,1
619,7.41,33.6,14.7,63.5,6.47,3.97,moderate,clay loam,458.6,15.7,none,rain,959.1,other,sunflower,0,25.3,529.7,72.3,19.5,0.5,0.0,0.0,0.0,0.0,0.323,0
620,5.44,65.9,29.4,200.1,4.13,0.67,poor,silt loam,32.3,11.3,flood,river,1049.6,narli,legume,1,29.1,559.7,49.7,12.0,3.0,0.0,0.0,0.0,2.51,0.184,0
621,7.97,45.7,22.7,85.9,5.2,3.89,poor,clay loam,120.9,5.1,sprinkler,river,371.8,other,fallow,0,25.6,599.3,61.0,19.2,1.0,0.0,0.0,0.0,0.035,0.219,0
622,5.01,37.4,23.1,206.0,6.4,3.62,excellent,silt loam,37.4,17.8,sprinkler,rain,657.8,vezir,fallow,0,19.7,283.0,74.2,15.4,1.0,0.0,0.0,0.0,16.506,0.308,0
623,6.28,58.7,33.4,92.1,2.05,2.16,good,sandy loam,166.1,4.6,flood,rain,604.8,narli,fallow,0,16.4,404.5,66.3,10.6,1.0,0.0,0.0,0.0,12.39,0.69,1
624,5.02,70.4,24.1,145.9,5.87,0.34,poor,sandy loam,503.6,16.9,sprinkler,well,107.7,narli,fallow,1,34.2,577.2,37.4,10.9,1.0,0.0,0.0,0.0,1.186,0.055,0
625,5.96,44.5,36.6,249.8,3.87,3.5,excellent,clay loam,383.6,1.6,flood,river,708.5,vezir,legume,0,19.9,449.4,54.5,10.8,3.0,0.0,0.0,0.0,10.007,0.537,1
626,6.23,23.5,13.1,64.3,5.39,3.01,excellent,clay loam,555.2,20.3,sprinkler,well,850.6,vezir,legume,1,22.1,416.8,38.4,12.7,3.0,0.0,0.0,0.0,7.967,0.379,1
627,5.51,37.4,43.6,83.9,4.0,0.41,poor,loam,512.7,19.8,sprinkler,well,104.9,narli,legume,1,13.9,360.9,76.3,23.7,3.0,0.0,0.0,0.0,8.479,0.158,0
628,6.13,27.4,24.6,256.1,4.0,1.3,poor,loam,521.4,7.4,sprinkler,rain,337.5,narli,legume,0,15.7,176.5,57.6,19.5,3.0,0.0,0.0,0.0,19.366,0.437,1
629,6.5,48.4,41.9,76.5,5.59,2.59,excellent,silty clay loam,331.0,4.4,sprinkler,municipal,581.0,vezir,cereal,0,17.2,564.9,74.2,19.6,0.0,0.0,0.0,0.0,1.769,0.638,1
630,7.47,30.8,12.3,173.4,3.99,3.98,excellent,sandy loam,216.3,12.8,none,well,552.3,other,fallow,0,25.2,351.4,81.4,11.7,1.0,0.0,0.204,0.0,0.0,0.503,1
631,7.42,70.9,8.6,228.2,3.07,0.66,moderate,loam,149.9,8.0,sprinkler,well,1091.5,other,other,1,29.0,419.5,57.4,11.5,0.0,0.0,1.63,0.0,8.562,0.31,1
632,7.31,26.3,44.3,90.5,4.12,3.88,poor,silty clay loam,362.6,17.1,flood,river,484.4,other,fallow,1,22.8,158.1,42.9,22.5,1.0,0.0,0.0,0.0,30.998,0.191,0
633,6.63,78.4,30.1,212.1,3.79,1.24,moderate,silt loam,531.8,7.8,drip,well,326.3,vezir,other,0,20.4,555.1,80.6,19.7,0.0,0.0,0.0,0.0,2.042,0.64,1
634,6.2,40.4,15.3,229.2,4.61,0.2,excellent,silt loam,240.7,2.2,drip,rain,554.5,other,hemp,1,12.0,461.8,80.8,17.1,-1.0,0.0,0.0,0.0,5.321,0.466,1
635,7.25,66.4,27.7,209.9,1.0,2.61,moderate,silt loam,50.1,6.3,drip,municipal,836.0,vezir,hemp,0,17.0,378.3,36.9,19.4,-1.0,0.0,0.0,0.0,9.924,0.566,1
636,7.56,32.4,14.8,175.2,3.53,1.64,moderate,silt loam,499.4,13.6,sprinkler,river,704.7,narli,other,0,23.6,284.6,54.6,22.1,0.0,0.0,0.0,0.0,14.318,0.388,1
637,5.49,20.2,33.2,132.1,3.93,1.42,excellent,loam,550.1,7.9,sprinkler,river,455.9,other,cereal,0,14.0,414.9,74.1,15.2,0.0,0.0,0.0,0.0,7.759,0.499,1
638,6.17,38.8,43.2,167.7,2.45,1.61,good,sandy loam,373.7,16.8,flood,municipal,262.1,narli,sunflower,0,11.2,487.7,60.6,18.1,0.5,0.0,0.0,0.0,7.761,0.389,1
639,7.11,52.8,18.0,68.3,5.61,0.92,good,sandy loam,208.6,10.3,flood,municipal,238.5,narli,other,1,24.7,257.2,56.0,20.2,0.0,0.0,0.0,0.0,24.141,0.525,1
640,5.95,16.0,31.0,269.6,1.82,3.47,poor,silt loam,571.2,17.5,drip,municipal,211.5,vezir,fallow,0,34.9,498.0,61.2,17.9,1.0,0.986,0.0,0.0,4.201,0.076,0
641,6.54,51.3,36.4,148.5,5.9,3.75,excellent,clay loam,53.9,7.5,none,rain,602.0,vezir,sunflower,0,11.7,503.1,60.5,23.8,0.5,0.0,0.0,0.0,0.0,0.469,1
642,6.27,38.6,40.1,233.3,5.63,1.22,moderate,silt loam,575.6,20.1,drip,rain,1084.2,narli,cereal,0,8.2,169.7,42.8,14.3,0.0,0.0,0.0,0.0,17.447,0.197,0
643,7.48,79.4,12.3,131.7,2.75,0.91,good,silt loam,298.7,11.7,none,river,756.6,vezir,sunflower,1,22.0,458.5,54.3,18.7,0.5,0.0,0.201,0.0,0.0,0.454,1
644,7.81,42.5,41.3,233.5,4.96,1.24,excellent,loam,453.2,3.3,sprinkler,municipal,330.9,narli,fallow,1,30.0,503.8,75.4,11.5,1.0,0.0,0.0,0.0,5.075,0.464,1
645,6.88,55.6,10.2,222.4,5.87,2.13,excellent,silt loam,303.9,4.9,none,municipal,46.2,narli,hemp,0,27.1,482.6,43.8,12.5,-1.0,0.0,0.968,0.0,0.0,0.94,1
646,6.69,32.3,13.0,94.0,4.14,0.23,moderate,silty clay loam,72.3,18.1,none,rain,991.6,other,cereal,0,18.6,424.7,44.1,16.2,0.0,0.0,0.0,0.0,0.0,0.316,0
647,7.18,75.2,32.2,272.7,6.26,3.71,good,loam,120.1,12.9,sprinkler,rain,972.1,narli,other,0,16.8,576.9,38.8,14.2,0.0,0.0,0.0,0.0,1.189,0.486,1
648,6.09,77.7,37.2,248.3,3.97,1.35,good,silt loam,262.4,11.0,none,rain,256.4,vezir,sunflower,1,8.5,316.3,78.3,18.1,0.5,0.0,0.0,0.0,0.0,0.394,1
649,7.54,52.8,8.1,185.6,3.42,0.73,good,loam,406.7,13.3,none,well,251.4,other,sunflower,1,33.7,622.9,60.9,11.8,0.5,0.0,2.058,0.0,0.0,0.187,0
650,6.09,62.4,34.9,71.9,2.04,0.25,poor,silt loam,461.4,11.0,none,rain,397.3,narli,other,0,27.0,336.1,60.7,12.6,0.0,0.0,0.0,0.0,0.0,0.331,1
651,7.31,28.1,18.3,126.5,6.07,2.62,good,sandy loam,286.9,8.0,sprinkler,river,961.8,other,legume,1,12.0,438.6,74.0,20.2,3.0,0.0,0.0,0.0,8.411,0.466,1
652,6.43,57.5,35.2,102.4,4.37,0.87,poor,silty clay loam,261.0,10.6,sprinkler,rain,120.4,narli,cereal,1,25.1,515.9,40.8,12.2,0.0,0.0,0.0,0.0,3.94,0.337,1
653,5.35,65.1,32.9,85.5,3.1,0.51,moderate,sandy loam,90.2,16.0,none,river,800.8,other,other,0,28.5,616.2,44.9,18.7,0.0,0.0,0.0,0.0,0.0,0.216,0
654,6.01,49.8,32.4,160.2,5.82,3.26,poor,loam,463.3,6.6,drip,well,327.2,other,other,1,22.2,611.0,78.0,18.1,0.0,0.0,0.0,0.0,0.0,0.415,1
655,5.58,70.0,44.8,137.0,3.09,3.18,poor,loam,435.1,12.7,flood,river,861.6,other,hemp,0,29.0,264.4,57.7,12.0,-1.0,0.0,0.0,0.0,20.169,0.189,0
656,6.16,64.6,12.8,246.2,2.43,0.39,moderate,sandy loam,101.7,10.9,drip,rain,153.0,other,cereal,0,23.1,289.0,43.3,18.7,0.0,0.0,0.008,0.0,13.656,0.391,1
657,5.39,70.9,27.6,267.9,1.59,1.35,moderate,sandy loam,148.7,15.8,flood,well,289.7,narli,legume,0,32.5,352.8,59.8,22.8,3.0,0.0,0.0,0.0,17.987,0.155,0
658,5.19,43.8,33.1,279.6,3.05,1.76,moderate,loam,165.7,18.6,sprinkler,municipal,518.7,narli,legume,1,9.6,209.3,74.2,11.7,3.0,0.0,0.0,0.0,16.853,0.161,0
659,5.83,76.3,26.1,153.2,1.23,0.15,poor,silt loam,279.7,3.7,drip,well,1072.1,other,legume,0,13.3,171.2,57.6,13.5,3.0,0.0,0.0,0.0,18.357,0.292,0
660,7.61,38.5,27.6,120.6,2.65,3.22,moderate,sandy loam,428.4,1.0,none,river,396.8,other,other,1,19.5,364.7,47.7,10.4,0.0,0.0,0.0,0.0,0.0,0.426,1
661,6.21,68.5,42.0,156.7,2.4,1.81,excellent,clay loam,497.5,2.2,drip,river,917.1,other,hemp,1,9.6,283.0,55.7,11.4,-1.0,0.0,0.0,0.0,13.697,0.441,1
662,5.35,44.1,26.0,162.8,6.03,0.25,good,silty clay loam,156.9,17.0,drip,municipal,640.1,vezir,cereal,0,27.1,308.3,43.6,13.6,0.0,0.0,0.0,0.0,11.218,0.282,1
663,7.74,65.9,27.6,168.4,2.23,0.35,excellent,silty clay loam,274.6,3.1,none,rain,671.2,other,sunflower,1,32.5,627.7,42.4,16.8,0.5,0.0,0.0,0.0,0.0,0.271,0
664,7.49,64.5,24.2,106.4,4.79,2.11,good,silty clay loam,349.7,2.9,none,well,92.4,vezir,cereal,0,30.9,627.9,42.0,13.0,0.0,0.0,0.0,0.0,0.0,0.419,1
665,7.52,57.9,32.4,198.8,4.63,1.11,poor,loam,234.2,15.6,none,river,989.2,narli,hemp,0,27.7,418.8,66.3,23.5,-1.0,0.0,0.0,0.0,0.0,0.163,0
666,7.91,75.3,41.1,126.9,1.76,3.06,excellent,silt loam,322.7,16.4,sprinkler,rain,1070.3,vezir,hemp,0,22.6,180.9,36.3,17.6,-1.0,0.0,0.0,0.0,16.872,0.34,1
667,6.69,34.5,22.9,228.2,4.67,3.74,excellent,silty clay loam,176.8,4.1,none,river,520.4,vezir,fallow,0,26.1,574.0,68.2,10.7,1.0,0.0,0.0,0.0,0.0,0.621,1
668,7.37,66.4,23.7,138.0,1.24,3.61,moderate,loam,302.8,15.0,sprinkler,municipal,800.7,vezir,legume,0,20.4,548.9,75.2,19.4,3.0,0.0,0.0,0.0,2.55,0.283,1
669,7.51,39.5,28.2,218.5,6.15,1.77,good,clay loam,316.8,3.8,none,well,185.2,vezir,legume,1,12.3,616.7,64.0,13.4,3.0,0.0,0.0,0.0,0.0,0.461,1
670,7.9,77.4,36.8,118.5,3.2,2.82,moderate,silty clay loam,43.8,9.9,flood,rain,537.9,other,hemp,0,9.8,161.0,76.7,11.2,-1.0,0.0,0.0,0.0,34.082,0.25,0
671,6.98,79.2,31.7,95.9,5.51,0.9,excellent,sandy loam,154.9,10.7,none,well,389.1,narli,legume,0,16.7,405.5,55.0,20.9,3.0,0.0,0.0,0.0,0.0,0.787,1
672,7.25,47.2,17.7,195.6,3.36,2.64,moderate,silt loam,178.7,17.4,none,rain,932.7,vezir,other,0,32.6,523.8,73.6,11.8,0.0,0.0,0.0,0.0,0.0,0.118,0
673,7.19,71.3,25.1,181.3,1.53,0.41,good,clay loam,319.8,21.9,sprinkler,municipal,692.4,vezir,other,1,15.2,361.1,68.2,18.6,0.0,0.0,0.0,0.0,9.941,0.334,1
674,6.65,35.3,26.7,184.8,4.79,3.48,good,silt loam,361.2,21.5,drip,well,154.0,narli,other,0,12.9,572.4,74.1,23.9,0.0,0.0,0.0,0.0,1.128,0.395,1
675,6.27,62.3,16.4,191.1,5.14,2.27,excellent,loam,264.3,5.8,sprinkler,well,575.8,vezir,sunflower,1,9.5,392.8,37.5,18.3,0.5,0.0,0.0,0.0,10.766,0.508,1
676,6.74,26.6,18.9,142.8,3.06,3.47,excellent,clay loam,308.6,1.6,none,municipal,194.8,vezir,sunflower,0,17.8,528.1,52.0,22.5,0.5,0.0,0.0,0.0,0.0,0.709,1
677,7.42,16.9,12.8,248.5,3.03,3.22,excellent,loam,515.5,4.5,none,municipal,776.6,narli,legume,1,17.0,454.1,46.4,10.8,3.0,0.0,0.008,0.0,0.0,0.667,1
678,5.52,34.1,43.6,235.6,3.36,3.54,excellent,silt loam,252.7,16.9,drip,rain,50.0,narli,cereal,1,34.6,196.2,80.5,21.9,0.0,0.0,0.0,0.0,14.525,0.153,0
679,7.71,49.9,12.0,189.5,6.4,1.98,excellent,silty clay loam,94.2,19.3,sprinkler,municipal,499.6,narli,sunflower,0,34.8,354.3,48.2,12.3,0.5,0.0,0.324,0.0,11.488,0.093,0
680,5.16,49.4,16.5,227.1,3.63,0.99,good,silty clay loam,443.1,19.1,drip,rain,618.4,other,cereal,1,15.1,407.0,50.5,11.7,0.0,0.0,0.0,0.0,8.006,0.228,0
681,7.85,18.1,33.0,154.4,2.68,1.53,excellent,silt loam,449.1,19.2,drip,well,171.1,narli,cereal,0,34.6,292.7,61.9,20.7,0.0,0.0,0.0,0.0,14.74,0.117,0
682,7.95,44.3,41.3,147.6,2.13,2.69,moderate,clay loam,118.4,4.6,none,river,905.2,vezir,sunflower,0,25.7,180.4,77.3,18.5,0.5,0.0,0.0,0.0,0.0,0.364,1
683,6.83,66.5,16.5,218.2,3.77,0.66,moderate,silt loam,511.7,19.4,drip,well,946.5,other,other,0,21.9,507.6,54.8,16.6,0.0,0.0,0.0,0.0,4.045,0.269,0
684,5.52,31.5,41.9,270.2,2.44,1.77,moderate,silty clay loam,529.8,15.3,none,river,506.4,other,legume,1,26.5,527.8,75.0,19.4,3.0,0.0,0.0,0.0,0.0,0.24,0
685,7.62,62.8,37.7,184.9,3.34,2.39,moderate,silty clay loam,55.3,21.9,flood,rain,645.1,narli,hemp,1,30.7,490.5,47.7,13.3,-1.0,0.0,0.0,0.0,8.394,0.185,0
686,7.89,61.2,14.5,89.1,2.12,2.27,moderate,silty clay loam,280.7,11.7,sprinkler,well,183.0,narli,other,0,21.5,345.9,75.8,23.2,0.0,0.0,0.0,0.0,12.059,0.392,1
687,7.77,25.9,12.5,239.6,1.08,1.0,poor,sandy loam,56.6,11.7,none,rain,429.8,narli,legume,0,25.0,485.7,62.9,21.2,3.0,0.0,0.115,0.0,0.0,0.247,0
688,5.89,39.2,37.5,123.5,6.04,1.02,good,silt loam,396.9,14.3,drip,well,869.1,vezir,hemp,0,28.7,425.2,41.9,14.4,-1.0,0.0,0.0,0.0,8.283,0.407,1
689,7.2,79.6,24.9,225.4,6.04,0.11,good,silt loam,572.4,13.1,none,well,377.9,other,legume,0,34.3,484.2,56.1,11.3,3.0,0.0,0.0,0.0,0.0,0.182,0
690,5.26,20.9,39.1,278.5,2.24,1.2,excellent,silty clay loam,207.9,9.1,flood,rain,65.3,other,legume,1,23.2,247.3,56.0,12.8,3.0,0.0,0.0,0.0,20.983,0.414,1
691,6.38,16.0,16.7,155.4,4.05,3.6,poor,clay loam,326.9,15.2,none,well,413.2,vezir,fallow,0,17.8,571.9,63.5,22.6,1.0,0.0,0.0,0.0,0.0,0.307,0
692,5.4,72.3,36.3,138.9,5.67,2.56,moderate,clay loam,28.5,21.5,drip,municipal,1029.3,narli,hemp,1,21.8,635.8,40.9,16.8,-1.0,0.0,0.0,0.0,0.0,0.244,0
693,5.22,50.2,37.5,201.9,1.8,0.46,excellent,loam,272.7,4.3,sprinkler,rain,381.0,other,legume,0,29.9,590.8,80.7,13.7,3.0,0.0,0.0,0.0,0.498,0.422,1
694,6.04,34.1,26.0,243.7,2.75,3.14,moderate,sandy loam,510.1,3.5,flood,rain,916.9,other,fallow,1,27.8,181.7,55.0,23.0,1.0,0.0,0.0,0.0,27.555,0.47,1
695,7.54,45.6,14.6,95.9,4.08,1.38,good,sandy loam,53.9,10.9,sprinkler,river,764.0,other,hemp,1,11.7,359.8,54.5,23.1,-1.0,0.0,0.0,0.0,10.623,0.403,1
696,5.18,37.8,28.8,213.6,6.22,0.46,good,sandy loam,374.0,18.6,drip,well,360.2,vezir,legume,0,9.2,331.4,82.4,22.1,3.0,0.0,0.0,0.0,11.445,0.143,0
697,6.78,59.2,8.2,166.5,5.98,3.34,poor,silty clay loam,352.9,7.2,flood,municipal,265.2,other,cereal,0,22.1,356.6,62.8,13.0,0.0,0.0,1.885,0.0,15.486,0.321,1
698,6.42,22.5,38.9,79.4,4.43,2.91,moderate,clay loam,137.3,7.2,drip,river,993.8,other,legume,1,17.0,226.9,73.7,19.3,3.0,0.0,0.0,0.0,16.92,0.522,1
699,7.37,38.4,17.5,228.1,5.53,1.42,moderate,clay loam,327.4,9.2,flood,rain,62.0,vezir,hemp,1,22.8,644.9,84.8,22.5,-1.0,0.0,0.0,0.0,0.0,0.4,1
700,5.95,29.8,42.1,235.5,4.47,3.41,excellent,loam,333.3,7.6,drip,rain,901.6,vezir,other,1,17.7,459.9,52.6,15.1,0.0,0.0,0.0,0.0,6.831,0.587,1
701,6.0,64.8,12.0,168.5,4.85,2.95,poor,loam,77.8,2.3,drip,rain,861.2,vezir,legume,0,26.5,221.2,75.3,19.9,3.0,0.0,0.296,0.0,15.402,0.333,1
702,6.9,41.4,31.0,262.3,2.73,3.69,good,sandy loam,415.9,22.0,drip,river,216.8,vezir,fallow,1,34.0,155.3,78.0,20.6,1.0,0.0,0.0,0.0,20.052,0.203,0
703,7.72,37.6,37.5,211.0,4.24,1.82,good,sandy loam,274.1,1.4,none,well,846.2,other,cereal,0,20.5,425.4,81.5,19.9,0.0,0.0,0.0,0.0,0.0,0.491,1
704,7.25,19.3,8.4,146.4,6.27,2.53,good,sandy loam,137.9,19.8,drip,well,319.6,narli,legume,0,19.6,403.2,69.9,20.6,3.0,0.0,1.792,0.0,6.913,0.512,1
705,6.01,55.0,41.0,271.2,2.98,3.06,moderate,silt loam,417.9,7.8,drip,municipal,439.0,narli,legume,0,21.1,620.3,35.7,10.3,3.0,0.0,0.0,0.0,0.0,0.501,1
706,5.22,40.1,24.3,117.8,5.28,3.59,excellent,silty clay loam,174.9,15.1,sprinkler,river,635.9,vezir,sunflower,0,34.0,337.5,46.3,10.0,0.5,0.0,0.0,0.0,12.018,0.15,0
707,6.9,68.8,10.7,106.8,3.09,1.09,excellent,loam,185.8,10.4,flood,river,648.7,other,cereal,0,23.5,539.5,45.9,13.1,0.0,0.0,0.813,0.0,4.848,0.598,1
708,6.71,56.8,41.0,244.6,1.26,1.05,excellent,silty clay loam,166.9,0.8,drip,well,434.7,vezir,cereal,0,24.6,153.2,79.8,14.7,0.0,0.0,0.0,0.0,21.905,0.549,1
709,6.63,36.0,28.9,100.9,1.94,2.97,excellent,silt loam,117.1,1.5,sprinkler,rain,744.7,narli,legume,0,11.8,335.0,61.0,11.1,3.0,0.0,0.0,0.0,14.435,0.593,1
710,5.0,43.9,11.4,135.7,1.89,2.88,poor,loam,129.6,15.6,sprinkler,well,718.8,other,other,0,9.8,603.5,61.2,11.7,0.0,0.0,0.531,0.0,0.0,0.111,0
711,5.34,43.4,27.8,133.1,4.03,2.95,good,silty clay loam,454.8,15.3,none,river,780.3,narli,hemp,0,9.2,175.2,84.6,14.8,-1.0,0.0,0.0,0.0,0.0,0.205,0
712,5.65,50.6,21.9,267.4,3.8,2.37,moderate,silty clay loam,180.1,21.2,flood,well,729.9,other,cereal,1,28.4,231.3,37.7,17.7,0.0,0.0,0.0,0.0,21.737,0.236,0
713,5.47,31.4,18.3,167.2,2.53,0.92,moderate,silty clay loam,453.7,1.9,flood,river,777.2,other,cereal,0,27.8,213.8,66.7,23.7,0.0,0.0,0.0,0.0,29.378,0.448,1
714,5.39,43.5,21.3,264.7,4.82,0.5,good,loam,44.0,17.2,sprinkler,well,471.4,narli,hemp,1,13.3,491.1,76.2,14.8,-1.0,0.0,0.0,0.0,4.725,0.256,1
715,5.29,49.9,12.9,75.6,1.13,0.73,poor,clay loam,415.9,18.0,drip,rain,342.4,other,legume,0,12.3,524.5,61.5,11.7,3.0,0.0,0.0,0.0,3.429,0.107,0
716,7.46,19.3,22.3,95.7,4.12,3.23,moderate,sandy loam,263.5,0.8,drip,municipal,458.3,vezir,hemp,0,32.5,380.3,72.7,22.5,-1.0,0.0,0.0,0.0,8.99,0.221,0
717,6.09,34.7,18.6,227.9,2.4,2.66,excellent,clay loam,247.1,4.7,flood,river,794.7,other,hemp,1,16.2,452.3,43.4,12.7,-1.0,0.0,0.0,0.0,8.324,0.708,1
718,5.27,78.0,17.5,232.9,4.66,3.69,good,silty clay loam,423.3,6.2,sprinkler,well,753.5,other,other,0,9.1,517.5,82.5,18.3,0.0,0.0,0.0,0.0,3.683,0.26,0
719,7.72,61.2,32.3,185.6,3.09,0.96,good,loam,534.7,16.0,flood,rain,1072.0,narli,sunflower,0,17.8,267.9,47.3,23.3,0.5,0.0,0.0,0.0,22.306,0.348,1
720,7.12,38.8,32.7,169.9,1.15,3.92,good,silt loam,520.9,17.2,none,municipal,559.3,vezir,hemp,0,32.2,548.7,48.4,20.8,-1.0,0.0,0.0,0.0,0.0,0.233,0
721,6.42,70.7,22.5,264.9,4.27,2.06,poor,clay loam,141.0,6.5,drip,river,390.7,vezir,legume,0,32.5,436.3,81.3,23.1,3.0,0.0,0.0,0.0,7.353,0.212,0
722,7.28,53.7,20.0,266.8,4.17,1.65,excellent,loam,85.4,20.3,drip,rain,959.7,vezir,cereal,1,29.0,444.3,40.9,12.5,0.0,0.0,0.0,0.0,6.8,0.311,1
723,5.59,66.5,13.8,151.4,1.64,3.13,good,loam,436.7,1.7,none,river,730.4,vezir,cereal,1,32.5,601.8,36.5,19.0,0.0,0.0,0.0,0.0,0.0,0.305,1
724,5.5,75.6,10.9,220.6,3.46,3.67,good,silt loam,110.7,8.3,flood,river,487.6,other,hemp,1,30.8,475.2,68.9,10.7,-1.0,0.0,0.751,0.0,9.562,0.354,1
725,6.59,66.8,40.4,240.5,2.22,1.83,excellent,loam,354.8,9.1,flood,rain,223.4,vezir,legume,1,32.6,472.9,37.3,20.7,3.0,0.0,0.0,0.0,9.449,0.268,1
726,5.19,75.3,21.6,202.8,4.62,0.28,poor,loam,300.6,15.2,sprinkler,well,353.9,vezir,hemp,0,33.5,210.0,36.3,14.2,-1.0,0.0,0.0,0.0,21.689,0.089,0
727,6.88,20.6,44.8,259.9,2.09,0.87,good,silt loam,431.3,11.6,none,river,999.0,narli,fallow,0,23.5,465.6,59.2,13.4,1.0,0.0,0.0,0.0,0.0,0.497,1
728,7.58,59.4,41.7,92.6,1.83,2.8,excellent,loam,425.6,4.6,sprinkler,well,330.3,vezir,other,0,32.1,565.8,74.1,13.2,0.0,0.0,0.0,0.0,1.624,0.316,1
729,5.15,78.4,9.7,101.2,4.34,3.17,poor,silty clay loam,488.0,18.3,sprinkler,rain,61.7,narli,hemp,1,18.7,327.1,77.3,21.5,-1.0,0.0,1.023,0.0,11.55,0.15,0
730,7.89,60.9,43.7,168.5,5.37,2.56,good,silty clay loam,518.5,17.3,none,river,370.3,vezir,cereal,1,34.5,632.1,84.1,23.8,0.0,0.0,0.0,0.0,0.0,0.135,0
731,5.76,25.0,28.7,207.5,5.07,0.7,moderate,loam,445.9,8.1,drip,rain,217.7,other,sunflower,1,25.7,600.1,47.1,22.6,0.5,0.0,0.0,0.0,0.0,0.432,1
